name,location,rate_per_sqft,area_in_sqft,area_type,property_title,property_type,bhk_type,price_in_cr
indraprastha tower,"road, ahmedabad",6933,1125,super,indraprastha tower,flat,3,0.78
nan,"navrangpura, cg road, ahmedabad",5185,1350,built-up,nan,flat,3,0.7
pashva tower,pashva tower,56666,150,super,pashva tower,flat,3,0.85
nishant ratnaakar 4,nishant ratnaakar 4,8212,2070,carpet,nishant ratnaakar 4,flat,3,1.7
aishwarya apartment,aishwarya apartment,6592,1350,plot,aishwarya apartment,flat,3,0.89
indraprasth tower,indraprasth tower,56250,160,carpet,indraprasth tower,flat,3,0.9
gurukul park society,gurukul park society,6896,1305,super,gurukul park society,flat,3,0.9
moonvihar flats,moonvihar flats,7709,2205,super,moonvihar flats,flat,3,1.7
nehrunagar circle,nehrunagar circle,5556,3600,super,nehrunagar circle,flat,3,1
indraprastha tower,"road, ahmedabad",5210,1305,carpet,indraprastha tower,flat,3,0.68
"green villa, gurukul road","green villa, gurukul road",4067,2016,built-up,"green villa, gurukul road",flat,3,0.82
preet residency,preet residency,5133,1500,super,preet residency,flat,3,0.77
preet apartment,preet apartment,6333,1500,super,preet apartment,flat,3,0.89
sanskrut pushp mahadev,"new maninagar, janta nagar, ahmedabad",5909,1100,super,sanskrut pushp mahadev,flat,3,0.65
jainam city new maninagar,"new maninagar, janta nagar, ahmedabad",3515,882,super,jainam city new maninagar,flat,2,0.31
karnavati riviera,"new maninagar, janta nagar, ahmedabad",7409,620,plot,karnavati riviera,flat,2,0.46
raj residency,"new maninagar, janta nagar, ahmedabad",3822,1125,carpet,raj residency,flat,2,0.43
united skydale,"new maninagar, janta nagar, ahmedabad",4568,1224,super,united skydale,flat,2,0.37
karnavati riviera,"new maninagar, janta nagar, ahmedabad",4530,1170,carpet,karnavati riviera,flat,2,0.53
samarpan ashirwad flora,"new maninagar, janta nagar, ahmedabad",3100,1290,super,samarpan ashirwad flora,flat,2,0.4
shrinand city 2,"new maninagar, janta nagar, ahmedabad",2844,1125,super,shrinand city 2,flat,2,0.32
karnavati enclave,"new maninagar, janta nagar, ahmedabad",20512,195,super,karnavati enclave,flat,2,0.4
karnavati riviera,"new maninagar, janta nagar, ahmedabad",3704,1215,super,karnavati riviera,flat,2,0.45
shrinand city 5,"new maninagar, janta nagar, ahmedabad",3809,945,super,shrinand city 5,flat,2,0.36
sanskrut pushp mahadev,"new maninagar, janta nagar, ahmedabad",31468,143,super,sanskrut pushp mahadev,flat,2,0.45
shrinand residency,"new maninagar, janta nagar, ahmedabad",25007,130,super,shrinand residency,flat,2,0.3251
bhagirath city homes,"new maninagar, janta nagar, ahmedabad",2667,2250,built-up,bhagirath city homes,house,4,0.6
bhagirath city homes,"new maninagar, janta nagar, ahmedabad",2425,2268,super,bhagirath city homes,flat,4,0.55
united zade,"new maninagar, janta nagar, ahmedabad",5474,1305,built-up,united zade,flat,2,0.335
matru 88,"new maninagar, janta nagar, ahmedabad",3166,1200,super,matru 88,flat,2,0.38
shrinand residency,"new maninagar, janta nagar, ahmedabad",3822,654,carpet,shrinand residency,flat,1,0.25
karnavati riviera,"new maninagar, janta nagar, ahmedabad",3951,1215,super,karnavati riviera,flat,2,0.48
aadhya arambh,"ghatlodia, ahmedabad",,1604,carpet,aadhya arambh,flat,3,
prayasam residency,"sola, ahmedabad",3288,4410,super,prayasam residency,flat,3,2.45
maitri elevate,"motera, ahmedabad",3704,3726,super,maitri elevate,flat,3,
mansi empire,"south bopal, ahmedabad",2889,1800,super,mansi empire,flat,2,0.68
raivat turquoise re 45,"linkin road, ahmedabad west",,2200,super,raivat turquoise re 45,flat,3,
trinay anagh,jodhpur,5159,3877,super,trinay anagh,flat,3,
dharti skyline,"jagatpur, ahmedabad",3500,1800,super,dharti skyline,flat,2,
aadhya arambh,ghatlodia,,1604,carpet,aadhya arambh,flat,3,
prayasam residency,sola,3288,4410,super,prayasam residency,flat,3,2.45
maitri elevate,motera,3704,3726,super,maitri elevate,flat,3,
mansi empire,south bopal,2889,1800,super,mansi empire,flat,2,0.68
raivat turquoise re 45,linkin road,,2200,super,raivat turquoise re 45,flat,3,
dharti skyline,jagatpur,3500,1800,super,dharti skyline,flat,2,
shubham anthem,shela,1865,4075,super,shubham anthem,flat,3,2.01
bellevue vieraaa by davda infra,"bavla, ahmedabad",,,super,bellevue vieraaa by davda infra,house,2,0.21
kavisha the portrait,shela,,3767,carpet,kavisha the portrait,flat,3,
the sovereign,thaltej,4215,10201,super,the sovereign,flat,4,8.5
adani belrosa,adani shantigram,7017,6912,carpet,adani belrosa,flat,4,6
trogon centre court,vaishnodevi circle,7487,3406,built-up,trogon centre court,flat,4,
sharanya skyvue,thaltej,,3610,carpet,sharanya skyvue,flat,4,
shilp residency,gota,,5045,super,shilp residency,flat,3,
hn riviera bliss,south bopal,4838,3121,carpet,hn riviera bliss,flat,3,2.48
roseate roots,jan,,,built-up,roseate roots,house,1,0.33
satyamev royal 4,chandkheda,,858,carpet,satyamev royal 4,flat,2,
ratna turquoise rosedale,shela,7592,866,carpet,ratna turquoise rosedale,flat,2,
adani elysium novus,adani shantigram,7971,1104,super,adani elysium novus,flat,2,
shivalik greenfield,adani shantigram,5962,2365,carpet,shivalik greenfield,flat,3,2.82
madhav oeuvre iconic,bodakdev,11111,2160,super,madhav oeuvre iconic,flat,3,3.5
anamika high point,sindhu bhavan road,16288,3346,carpet,anamika high point,flat,4,
highline by ag group,sola,1392,10920,super,highline by ag group,flat,3,
shilp celestial,vaishnodevi circle,,3153,super,shilp celestial,flat,3,
gala ikebana,bodakdev,,6295,super,gala ikebana,flat,4,
kavisha the canvas,wapa,1941,5100,super,kavisha the canvas,flat,3,2.3
goyal riviera prestige,makarba,7155,2879,carpet,goyal riviera prestige,flat,3,
satyagrah the atlantis wave,zundal,7900,871,carpet,satyagrah the atlantis wave,flat,2,
eminence 96,thaltej,,7200,super,eminence 96,flat,4,
sun parkwest,shela,,838,super,sun parkwest,flat,2,
vibgyor sculpture,ognaj,7847,1593,carpet,vibgyor sculpture,flat,3,1.65
riviera majestica,shela,4236,6326,carpet,riviera majestica,flat,4,
deep indraprasth shivanta,ambli,5142,3170,super,deep indraprasth shivanta,flat,3,2.16
the origin,lambha,3779,979,super,the origin,flat,2,0.4951
nirman sahvas,adalaj,3964,1154,carpet,nirman sahvas,flat,2,0.7015
safal riviera aspire,shela,,2641,super,safal riviera aspire,flat,3,
madhav oeuvre 3,ambli,,2831,carpet,madhav oeuvre 3,flat,4,
saga enstin evoq,science city,3991,4059,super,saga enstin evoq,flat,3,
the bellagio,ambli,12294,7288,carpet,the bellagio,flat,4,
sheetal dharohar,sg highway,,3250,super,sheetal dharohar,flat,3,
the storeys,adani shantigram,13886,4393,carpet,the storeys,flat,4,
harmony harikesh,science city,4736,3843,super,harmony harikesh,flat,3,2.56
skyzenia,science park,4130,11090,super,skyzenia,flat,4,10.08
saiyamm apricus 2,shilaj,6605,3785,super,saiyamm apricus 2,flat,4,4
shikhar landmark,tragad,5573,933,carpet,shikhar landmark,flat,2,0.6825
super shaligram,gota,,2496,carpet,super shaligram,flat,3,
siddharth greenz,gota,6352,2015,carpet,siddharth greenz,flat,3,
the nest,nan,,3528,super,the nest,flat,3,
deep indraprasth saptak,nan,5481,3120,super,deep indraprasth saptak,flat,3,
binori belmont,nan,10545,4021,carpet,binori belmont,flat,4,
aristo anantam,nan,7800,1923,carpet,aristo anantam,flat,3,
siddhipriya gracia,nan,5373,882,carpet,siddhipriya gracia,flat,2,0.6118
bakeri shyaswa sarovar,nan,9311,4833,carpet,bakeri shyaswa sarovar,flat,4,8.03
aarsh aquavista,nan,7599,1566,carpet,aarsh aquavista,flat,3,1.64
shiv mahadev lavish,nan,,1750,super,shiv mahadev lavish,flat,2,
abhay ratna shashwat,nan,3704,945,super,abhay ratna shashwat,flat,1,
resset good earth,nan,6463,820,carpet,resset good earth,flat,2,0.75
rashmi ombre,nan,,1695,carpet,rashmi ombre,flat,3,
hr eliseo 4,nan,3625,2731,super,hr eliseo 4,flat,3,1.39
shagun seleste,nan,3259,3897,super,shagun seleste,flat,3,1.82
kavisha aer,nan,6326,811,super,kavisha aer,flat,2,
ascent the empiirean,nan,7376,2969,carpet,ascent the empiirean,flat,4,
madhuban kadamb,nan,2660,1500,super,madhuban kadamb,flat,2,0.555
kadamb lavish,nan,,1368,carpet,kadamb lavish,flat,3,
the satyagrah landmark,nan,,830,built-up,the satyagrah landmark,flat,2,
eternity by ratnaakar,nan,21115,4215,carpet,eternity by ratnaakar,flat,4,
manor ananda,nan,8652,3294,carpet,manor ananda,flat,4,
the north park by adani realty,"4, 5",7619,10500,built-up,the north park by adani realty,house,4,
green fluorite,nan,8615,1053,carpet,green fluorite,flat,2,
ts tremont adleap,nan,6832,2020,carpet,ts tremont adleap,flat,3,2.4
om the green parmeshwar,nan,8426,846,carpet,om the green parmeshwar,flat,2,
saanvi nirman solace,nan,7481,802,super,saanvi nirman solace,flat,2,0.7344
parshwanath metrocity,parshwanath metrocity,4364,1603,super,parshwanath metrocity,flat,5,
anantara abode,nan,,2078,carpet,anantara abode,flat,3,
elite neptune,nan,,2112,carpet,elite neptune,flat,3,
artham prism,nan,7807,1409,super,artham prism,flat,3,1.42
panache,"3, 4",1868,6156,super,panache,flat,3,
sanvicasa saharsh,nan,6526,862,carpet,sanvicasa saharsh,flat,2,
blue bell,nan,3152,2142,super,blue bell,flat,2,0.946
status sharan,nan,7268,853,carpet,status sharan,flat,2,0.79
sheladia eris,nan,3588,1505,super,sheladia eris,flat,2,0.72
sampatti celestial garden living,nan,16230,1602,carpet,sampatti celestial garden living,flat,3,
sweven by signature,nan,3509,3420,super,sweven by signature,flat,3,1.75
k3 orium elements,nan,,921,carpet,k3 orium elements,flat,2,
deep indraprasth ixora,nan,6005,866,super,deep indraprasth ixora,flat,2,
bopal haat & home,bopal haat & home,4871,1170,built-up,bopal haat & home,flat,5,
sun atmosphere,nan,,835,carpet,sun atmosphere,flat,2,
binori aristella,nan,10079,3562,carpet,binori aristella,flat,4,5.32
shyaswa shristii,nan,11150,852,carpet,shyaswa shristii,flat,2,
supercity luxuria,nan,13078,2401,carpet,supercity luxuria,flat,3,
aarav elenza infinium,nan,13189,834,carpet,aarav elenza infinium,flat,1,
goyal orchid gold,nan,5253,2094,carpet,goyal orchid gold,flat,3,1.68
nilkanth shyam upvan,nan,2641,1980,super,nilkanth shyam upvan,flat,2,
vishwa lake iksa,nan,,1971,super,vishwa lake iksa,flat,2,
applewoods township,applewoods township,6582,4254,built-up,applewoods township,flat,4,
richmond grand,richmond grand,6060,1485,super,richmond grand,flat,5,
anjani eden parmeshwar,nan,8762,856,carpet,anjani eden parmeshwar,flat,2,
maruti gokul palace,nan,8438,877,carpet,maruti gokul palace,flat,2,
beverlynn vasudha,nan,6652,917,carpet,beverlynn vasudha,flat,2,
imperian,imperian,8997,6124,super,imperian,flat,5,
safal riviera aspire,safal riviera aspire,6000,5407,plot,safal riviera aspire,flat,4,
yash arian,yash arian,7744,1188,super,yash arian,flat,5,
the meadows by adani realty,the meadows by adani realty,6296,1350,super,the meadows by adani realty,flat,5,
sun rising homes,sun rising homes,8817,775,super,sun rising homes,flat,5,
status elysium,status elysium,5145,2438,super,status elysium,house,2,
shyam shayona fairmont,shyam shayona fairmont,8771,2845,super,shyam shayona fairmont,flat,3,
yashvi kings villa bunglow,yashvi kings villa bunglow,9402,2925,built-up,yashvi kings villa bunglow,house,4,
"g-ward, kuber nagar, ahmedabad, ahmedabad east","g-ward, kuber nagar, ahmedabad, ahmedabad east",6270,925,built-up,"g-ward, kuber nagar, ahmedabad, ahmedabad east",house,4,
sc the sahajanand green,sc the sahajanand green,4013,2367,super,sc the sahajanand green,flat,5,
mansi society,mansi society,44736,190,super,mansi society,flat,4,
nb silver pearl,nb silver pearl,7533,792,super,nb silver pearl,flat,2,
aadhya arambh,nan,,1604,carpet,aadhya arambh,flat,3,
prayasam residency,nan,3288,4410,super,prayasam residency,flat,3,2.45
maitri elevate,nan,3704,3726,super,maitri elevate,flat,3,
raivat turquoise re 45,nan,,2200,super,raivat turquoise re 45,flat,3,
mansi empire,nan,2889,1800,super,mansi empire,flat,2,0.68
dharti skyline,nan,3500,1800,super,dharti skyline,flat,2,
shubham anthem,nan,1865,4075,super,shubham anthem,flat,3,2.01
adani belrosa,"inadani shantigram, vaishnodevi circle",7017,6912,carpet,adani belrosa,flat,5,6
kavisha the portrait,nan,,3767,carpet,kavisha the portrait,flat,3,
trogon centre court,"invaishnodevi circle, ahmedabad",7487,3406,built-up,trogon centre court,flat,5,
the sovereign,"inthaltej, ahmedabad",4215,10201,super,the sovereign,flat,5,8.5
shilp residency,nan,,5045,super,shilp residency,flat,3,
hn riviera bliss,nan,4838,3121,carpet,hn riviera bliss,flat,3,2.48
ratna turquoise rosedale,nan,7592,866,carpet,ratna turquoise rosedale,flat,2,
adani elysium novus,nan,7971,1104,super,adani elysium novus,flat,2,
shivalik greenfield,nan,5962,2365,carpet,shivalik greenfield,flat,3,2.82
madhav oeuvre iconic,nan,11111,2160,super,madhav oeuvre iconic,flat,3,3.5
skyzenia,"inscience park, ahmedabad west",4130,11090,super,skyzenia,flat,5,10.08
shilp celestial,nan,,3153,super,shilp celestial,flat,3,
highline by ag group,nan,1392,10920,super,highline by ag group,flat,3,
goyal riviera prestige,nan,7155,2879,carpet,goyal riviera prestige,flat,3,
kavisha the canvas,nan,1941,5100,super,kavisha the canvas,flat,3,2.3
satyagrah the atlantis wave,nan,7900,871,carpet,satyagrah the atlantis wave,flat,2,
sun parkwest,nan,,838,super,sun parkwest,flat,2,
vibgyor sculpture,nan,7847,1593,carpet,vibgyor sculpture,flat,3,1.65
riviera majestica,"inshela, ahmedabad",4236,6326,carpet,riviera majestica,flat,5,
the origin,nan,3779,979,super,the origin,flat,2,0.4951
safal riviera aspire,nan,,2641,super,safal riviera aspire,flat,3,
nirman sahvas,nan,3964,1154,carpet,nirman sahvas,flat,2,0.7015
saga enstin evoq,nan,3991,4059,super,saga enstin evoq,flat,3,
sheetal dharohar,nan,,3250,super,sheetal dharohar,flat,3,
the storeys,"inadani shantigram, vaishnodevi circle",13886,4393,carpet,the storeys,flat,5,
the bellagio,"inambli, ahmedabad",12294,7288,carpet,the bellagio,flat,5,
harmony harikesh,nan,4736,3843,super,harmony harikesh,flat,3,2.56
deep indraprasth shivanta,nan,5142,3170,super,deep indraprasth shivanta,flat,3,2.16
saiyamm apricus 2,"inshilaj, ahmedabad",6605,3785,super,saiyamm apricus 2,flat,5,4
shikhar landmark,nan,5573,933,carpet,shikhar landmark,flat,2,0.6825
super shaligram,nan,,2496,carpet,super shaligram,flat,3,
ansh amanta,nan,,1839,carpet,ansh amanta,flat,3,
siddharth greenz,nan,6352,2015,carpet,siddharth greenz,flat,3,
bellevue vieraaa by davda infra,"2, 3",,,super,bellevue vieraaa by davda infra,house,2,0.21
roseate roots,nan,,,built-up,roseate roots,house,1,0.33
anamika high point,nan,16288,3346,carpet,anamika high point,flat,4,
bakeri shyaswa sarovar,bakeri shyaswa sarovar,14766,2708,super,bakeri shyaswa sarovar,flat,5,
the north park by adani realty,the north park by adani realty,15151,4950,super,the north park by adani realty,house,5,
water lily by adani realty,water lily by adani realty,8132,4734,super,water lily by adani realty,house,5,
golf view - belrosa,golf,7000,5500,super,golf view - belrosa,flat,5,
adani elysium 2,adani elysium 2,9090,1045,super,adani elysium 2,flat,2,
adani elysium 2,adani elysium 2,9345,1070,super,adani elysium 2,flat,2,
samatva amaryllis,samatva amaryllis,6200,3108,super,samatva amaryllis,flat,4,
amaya 78 at gokuldham,amaya 78 at gokuldham,9745,2668,super,amaya 78 at gokuldham,house,34,
maple greens residency,maple greens residency,7777,4050,super,maple greens residency,flat,5,
trogon t4,trogon t4,6107,4257,built-up,trogon t4,flat,5,
ananta abode and ananta space,ananta abode and ananta space,8125,3200,super,ananta abode and ananta space,flat,3,
bakeri shyaswa sarovar,bakeri shyaswa sarovar,14392,6315,super,bakeri shyaswa sarovar,flat,5,
water lily by adani realty,water lily by adani realty,8769,3250,super,water lily by adani realty,flat,5,
the meadows by adani realty,the meadows by adani realty,6388,1080,super,the meadows by adani realty,flat,3,
water lily by adani realty,water lily by adani realty,7768,2510,super,water lily by adani realty,flat,4,
the meadows by adani realty,the meadows by adani realty,6074,1350,super,the meadows by adani realty,flat,5,
roseville by goyal & co,roseville by goyal & co,1289,11250,built-up,roseville by goyal & co,house,3,
green view,green,6723,2335,super,green view,flat,4,
the beaumonde,the beaumonde,7200,5241,super,the beaumonde,house,5,
suramya seven,suramya seven,11111,10800,super,suramya seven,house,3,
north enclave,north enclave,4631,3260,super,north enclave,house,3,
water lily by adani realty,water lily by adani realty,8769,3250,super,water lily by adani realty,flat,5,
suryansh solitaire,suryansh solitaire,7333,1500,super,suryansh solitaire,flat,2,
sheladia divine,sheladia divine,8462,1291,super,sheladia divine,flat,3,
panache,panache,4611,3222,super,panache,house,5,
panache,panache,4611,2385,super,panache,house,5,
adani shantigram,adani shantigram,10995,864,super,adani shantigram,flat,5,
adani belrosa,"4, 5",7017,6912,carpet,adani belrosa,flat,4,6
trogon centre court,nan,7487,3406,built-up,trogon centre court,flat,4,
"bhimnath mahadev, shahibaug, ahmedabad, ahmedabad east","bhimnath mahadev, shahibaug, ahmedabad, ahmedabad east",7004,1085,plot,"bhimnath mahadev, shahibaug, ahmedabad, ahmedabad east",house,11,
"jai ambe nagar, thaltej, ahmedabad west","jai ambe nagar, thaltej, ahmedabad west",21389,1800,plot,"jai ambe nagar, thaltej, ahmedabad west",land,2,
adani belrosa,"inadani shantigram, vaishnodevi circle",8681,6912,carpet,adani belrosa,flat,4,4.85
trogon centre court,"invaishnodevi circle, ahmedabad",7487,3406,built-up,trogon centre court,flat,4,
the sovereign,"inthaltej, ahmedabad",8333,10201,super,the sovereign,flat,4,4.3
hn riviera bliss,"insouth bopal, ahmedabad",13714,3121,carpet,hn riviera bliss,flat,3,1.51
skyzenia,"inscience park, ahmedabad west",4130,11090,super,skyzenia,flat,4,10.08
highline by ag group,"insola, ahmedabad",1392,10920,super,highline by ag group,flat,3,
goyal riviera prestige,"inmakarba, sg highway",7155,2879,carpet,goyal riviera prestige,flat,3,
kavisha the canvas,"inwapa, godhavi, ahmedabad",4510,5100,super,kavisha the canvas,flat,3,0.99
riviera majestica,"inshela, ahmedabad",4236,6326,carpet,riviera majestica,flat,4,
safal riviera aspire,"inshela, ahmedabad",,2641,super,safal riviera aspire,flat,3,
